monthly_salary,credit_score,travel_spend,dining_spend,shopping_spend,grocery_spend,entertainment_spend,fuel_spend,utilities_spend,card_recommended,card_name
18361,684,5745,2181,2380,658,579,623,711,2,Axis Flipkart
56334,623,640,674,2570,3065,146,5276,3265,0,Kotak 811
98488,693,3394,24262,10327,5144,5707,404,46,2,Axis Flipkart
18611,720,353,1387,1341,232,1000,969,2455,0,Kotak 811
158203,655,6912,4538,810,7422,1352,214,5544,0,Kotak 811
154991,703,1971,5199,9916,391,2699,7329,911,4,SBI Cashback Card
371070,762,574,1930,12385,13856,3457,265,2220,7,HDFC Regalia
101842,802,1475,1068,4934,3736,2213,7328,2778,7,HDFC Regalia
159946,575,6669,12583,4012,4184,2214,517,3508,0,Kotak 811
122546,766,5354,2330,12661,4790,6097,3458,6087,7,HDFC Regalia
13023,634,455,2299,820,1974,206,172,1176,0,Kotak 811
16691,726,1426,125,1132,3088,1399,25,241,2,Axis Flipkart
93025,756,1077,668,5428,8875,3046,2393,4245,5,HDFC Millennia
34609,731,690,584,93,8169,1594,3485,2760,4,SBI Cashback Card
26874,728,43,349,714,2355,766,309,894,2,Axis Flipkart
12024,724,45,313,9098,100,339,728,171,0,Kotak 811
42958,869,2716,4633,6676,18047,2793,1470,3880,5,HDFC Millennia
18546,695,425,182,5553,613,926,502,84,2,Axis Flipkart
329009,732,326,2102,8840,209,682,592,3319,3,Amazon Pay ICICI
24360,632,101,1362,1686,2391,1330,1014,513,0,Kotak 811
21269,727,3014,93,784,578,837,95,1820,0,Kotak 811
99889,834,3765,5319,3014,3720,244,1061,3570,5,HDFC Millennia
402565,719,2240,4917,5635,5742,8548,7244,5336,4,SBI Cashback Card
55089,722,12531,18180,5028,9253,15776,3341,2357,5,HDFC Millennia
437136,774,4592,1674,3667,21733,5945,37,11706,7,HDFC Regalia
66377,729,6083,2426,2109,3215,4369,1294,4979,5,HDFC Millennia
20518,743,199,796,288,3357,19,249,167,2,Axis Flipkart
32035,694,1457,397,5584,3412,967,26,841,2,Axis Flipkart
110209,768,1246,25179,17514,4513,2266,5556,3032,8,IndusInd Legend
20615,725,1144,155,763,917,440,993,273,0,Kotak 811
86469,782,583,14,18725,497,6844,1222,3175,5,HDFC Millennia
135592,778,6593,1984,108,754,6294,4347,1049,7,HDFC Regalia
483065,689,6795,5582,2084,4476,797,3960,1467,2,Axis Flipkart
134843,678,4301,437,22203,5114,2126,4389,6024,0,Kotak 811
323933,604,3978,2399,5699,541,784,3488,3249,0,Kotak 811
95754,735,1157,1484,14887,13452,887,1309,5398,3,Amazon Pay ICICI
143795,764,10990,3446,2709,1894,71,1763,13328,7,HDFC Regalia
59077,731,6348,1847,1719,1545,7038,841,8,5,HDFC Millennia
131091,631,2833,1271,5513,2641,1030,954,1734,0,Kotak 811
35898,686,3057,98,2875,10025,5709,380,836,2,Axis Flipkart
56518,787,1649,540,16577,3415,751,779,713,3,Amazon Pay ICICI
168665,734,2308,1270,4509,16929,4564,340,5679,5,HDFC Millennia
52853,664,428,1788,5910,1343,14,699,1276,0,Kotak 811
35623,735,763,996,1596,2777,373,2883,1218,4,SBI Cashback Card
20096,796,383,3184,74,921,100,346,1467,0,Kotak 811
291305,682,2501,15056,6442,7352,1618,607,3857,2,Axis Flipkart
15804,820,1497,3741,3504,490,329,835,571,2,Axis Flipkart
34995,684,151,20,8555,1469,884,2090,1315,2,Axis Flipkart
126795,721,3169,2343,1720,8935,4824,577,910,5,HDFC Millennia
136195,706,1744,12799,8026,2101,1866,5118,7013,4,SBI Cashback Card
132025,809,92,11141,19762,1630,5608,2628,2607,8,IndusInd Legend
88359,659,2162,1595,794,701,4543,5116,7857,0,Kotak 811
140375,712,6881,844,8135,3614,6908,2853,9047,4,SBI Cashback Card
40777,775,501,753,1178,643,1746,6772,1722,3,Amazon Pay ICICI
432590,800,15632,4120,2570,8821,426,3481,5126,9,Axis Magnus
43462,678,915,1524,5379,684,194,680,1066,0,Kotak 811
38489,696,1736,1403,5,2666,2604,45,5,2,Axis Flipkart
143853,676,5792,2614,33617,7524,1373,387,2689,0,Kotak 811
54035,685,1456,1630,6728,762,28,1568,6168,2,Axis Flipkart
58320,743,524,5470,2998,3344,3352,319,3364,5,HDFC Millennia
26760,718,3166,1443,3062,191,210,443,730,1,SBI SimplyCLICK
14853,759,999,258,245,345,295,82,949,0,Kotak 811
49917,732,383,1388,19129,2296,1274,1102,4302,3,Amazon Pay ICICI
55956,705,4186,474,3288,3132,3172,610,686,4,SBI Cashback Card
279100,759,7998,358,15836,599,1610,3479,255,7,HDFC Regalia
103250,643,1050,7644,12499,895,2001,686,552,0,Kotak 811
70535,808,8971,3477,6895,2668,228,1157,2543,5,HDFC Millennia
43918,705,106,1118,2248,2285,1378,451,1300,4,SBI Cashback Card
27924,661,676,6576,5207,9048,1316,424,368,0,Kotak 811
112140,699,2351,14204,10606,23910,4471,1428,2271,2,Axis Flipkart
37962,766,1302,2205,386,4135,175,630,2479,4,SBI Cashback Card
218125,741,1187,25095,5232,18103,2109,1532,1788,5,HDFC Millennia
26391,752,59,636,632,4266,964,1218,3317,3,Amazon Pay ICICI
55917,697,2135,10097,4589,1545,3035,1261,395,2,Axis Flipkart
34984,645,4216,1214,2073,1341,179,5196,2445,0,Kotak 811
127083,698,2331,24802,1509,4500,25,312,2654,2,Axis Flipkart
14515,711,1223,1355,207,809,881,114,1190,0,Kotak 811
52046,774,8483,1909,6029,3842,1550,3682,6,3,Amazon Pay ICICI
45320,762,2224,9,2063,541,2121,945,651,5,HDFC Millennia
17220,700,1752,862,4315,2144,233,1028,85,2,Axis Flipkart
137658,690,1053,3121,3054,2529,4287,2106,116,2,Axis Flipkart
114520,664,5176,1558,46484,3384,8050,1352,7899,0,Kotak 811
116875,824,5093,651,4821,13069,826,3726,3378,7,HDFC Regalia
25305,708,4267,582,955,2004,1451,563,2164,1,SBI SimplyCLICK
215783,744,2305,10729,8352,1161,7504,676,839,5,HDFC Millennia
11835,797,113,751,1470,1865,1298,581,500,0,Kotak 811
41450,720,275,114,5747,2537,669,762,5244,3,Amazon Pay ICICI
108095,672,1615,6596,21713,14720,3275,1696,5242,0,Kotak 811
19133,581,4690,4913,1589,7608,1126,446,377,0,Kotak 811
258169,751,3303,21164,8921,17373,1141,974,5787,8,IndusInd Legend
270542,792,15958,14418,4551,9054,500,239,6284,7,HDFC Regalia
54164,671,7481,1460,1622,10958,3547,263,3177,0,Kotak 811
97693,704,4402,1638,6924,6254,2218,1768,1384,4,SBI Cashback Card
29329,807,1154,3650,223,499,940,2758,91,0,Kotak 811
14391,697,563,756,522,1742,1498,580,2078,0,Kotak 811
104258,696,3996,1789,8780,2217,5575,588,44,2,Axis Flipkart
148760,792,1243,7364,6478,25720,27660,4887,4281,8,IndusInd Legend
13748,807,1681,935,782,4030,142,134,48,0,Kotak 811
112073,808,2329,20568,2436,7433,2962,29,6494,8,IndusInd Legend
20196,689,695,3947,3164,588,2090,258,60,2,Axis Flipkart
89067,730,5005,1297,1674,3804,7276,24,4576,5,HDFC Millennia
182574,850,14686,3602,6169,5268,826,3204,3890,7,HDFC Regalia
20143,676,197,885,3265,533,791,341,215,0,Kotak 811
101478,693,7097,1430,10057,17783,41,1393,3130,2,Axis Flipkart
38638,776,3803,377,8704,633,61,213,327,3,Amazon Pay ICICI
147432,744,5216,6857,1899,4595,2480,2890,17253,5,HDFC Millennia
18629,731,538,1306,900,230,504,233,1487,0,Kotak 811
16800,725,535,493,281,2462,44,183,245,2,Axis Flipkart
51503,708,8382,1532,2302,2640,1699,2725,434,4,SBI Cashback Card
111275,691,2370,3763,1401,254,1603,3420,6219,0,Kotak 811
42590,700,1199,9232,1848,1549,400,4387,1038,6,ICICI Coral
26517,769,247,384,2854,793,327,51,1542,3,Amazon Pay ICICI
45929,819,764,697,7953,5883,2759,914,3672,5,HDFC Millennia
370649,771,4064,4341,1276,28263,568,3341,4701,8,IndusInd Legend
126684,609,3163,919,10449,5230,379,2892,3639,0,Kotak 811
17047,774,2,422,2742,13,6,514,1061,2,Axis Flipkart
44159,717,5678,45,1652,1452,319,579,1557,2,Axis Flipkart
58783,801,6034,7529,626,7561,301,250,6945,5,HDFC Millennia
63103,720,3593,7088,1666,923,3597,854,366,5,HDFC Millennia
136004,749,10505,4304,17707,3108,785,635,3256,5,HDFC Millennia
19477,721,388,571,482,2449,314,264,470,2,Axis Flipkart
14832,778,347,337,2045,1093,493,76,114,0,Kotak 811
50958,729,1229,1718,1747,2477,837,1294,3027,4,SBI Cashback Card
59555,694,8818,2961,6202,1463,404,3880,276,2,Axis Flipkart
50395,762,1486,7505,22,2960,493,2194,88,5,HDFC Millennia
11172,748,507,1172,110,672,153,1286,869,0,Kotak 811
23483,764,1196,3050,3345,2437,441,113,222,1,SBI SimplyCLICK
14860,690,2694,252,2940,144,1211,435,1126,0,Kotak 811
60286,696,1346,1016,3890,344,2913,1409,1654,2,Axis Flipkart
15706,768,200,372,209,1570,281,125,444,2,Axis Flipkart
60166,581,5246,4119,1818,11718,44,879,3141,0,Kotak 811
455143,743,1724,1779,159,1912,1788,529,274,1,SBI SimplyCLICK
10878,898,554,2671,1447,1014,611,135,568,0,Kotak 811
254882,716,1396,1328,13677,7154,358,1637,1887,4,SBI Cashback Card
23187,702,526,185,359,3982,107,74,2615,2,Axis Flipkart
309135,708,3871,500,6918,11407,147,3861,1504,4,SBI Cashback Card
411204,711,527,12094,5893,239,1873,4081,3886,4,SBI Cashback Card
16178,772,761,1455,1330,568,544,154,375,0,Kotak 811
71004,754,1059,2028,20766,1734,3176,445,278,5,HDFC Millennia
45688,685,1623,10390,2310,2081,2449,2207,2682,2,Axis Flipkart
229608,738,8601,3632,15353,1497,4705,491,5068,5,HDFC Millennia
57840,765,6592,18255,21630,6847,7248,3737,3008,5,HDFC Millennia
472777,737,6156,2969,3082,4449,6120,20,3718,5,HDFC Millennia
471070,722,744,8529,8210,2115,373,4269,3364,5,HDFC Millennia
105129,676,5960,668,2368,415,26,413,6372,0,Kotak 811
154121,662,750,5740,6805,3503,1939,2341,2627,0,Kotak 811
45998,624,4279,406,6380,1635,1476,484,7915,0,Kotak 811
57059,865,3781,3687,2469,10113,193,1146,3410,5,HDFC Millennia
100685,688,58,1191,3140,1597,9862,2530,1057,2,Axis Flipkart
48464,624,4237,1857,6820,72,282,704,223,0,Kotak 811
72568,690,10080,2131,4546,11625,4376,1161,5425,2,Axis Flipkart
37221,540,1641,2343,1499,573,2178,608,1049,0,Kotak 811
27027,695,6006,3141,1025,2088,55,267,1369,2,Axis Flipkart
19958,784,414,6608,688,928,87,192,39,0,Kotak 811
62948,590,749,1119,16298,1376,937,1580,5789,0,Kotak 811
52712,690,2157,1860,22343,5187,1256,20,1549,2,Axis Flipkart
42512,803,1977,2556,2326,881,2065,395,4114,5,HDFC Millennia
137538,737,2201,3809,1368,112,3291,2126,2921,5,HDFC Millennia
144388,695,1847,6093,13208,13180,17,4029,1294,2,Axis Flipkart
70470,653,3040,7305,4558,79,36,2441,5296,0,Kotak 811
54897,823,2439,4751,7589,1239,852,647,989,5,HDFC Millennia
265718,671,2222,4023,4045,10572,1876,841,4473,0,Kotak 811
13036,819,589,47,38,989,188,566,1180,0,Kotak 811
19154,789,833,3999,1410,7137,545,75,487,2,Axis Flipkart
56602,816,349,2863,480,5189,3537,5941,364,5,HDFC Millennia
451038,659,2579,6381,9036,11929,597,7264,182,0,Kotak 811
408409,741,13999,7,13873,4232,1856,654,1778,3,Amazon Pay ICICI
36703,743,643,5000,206,3527,848,1543,3851,5,HDFC Millennia
478812,799,476,17382,11912,9021,283,474,11086,8,IndusInd Legend
32178,717,4890,1047,826,1759,1230,511,546,1,SBI SimplyCLICK
18051,772,2908,1154,1748,1577,595,1122,679,2,Axis Flipkart
99253,629,4479,9864,25429,3637,4628,5974,3449,0,Kotak 811
223106,695,4627,13081,1676,1694,9165,348,636,2,Axis Flipkart
40519,820,1647,1165,3534,9500,3548,1901,523,5,HDFC Millennia
16171,725,902,747,1020,784,1489,47,987,0,Kotak 811
429986,801,17774,7336,6388,229,1407,2000,4786,9,Axis Magnus
78032,738,2443,3993,12165,2107,305,1762,2257,5,HDFC Millennia
36819,727,1629,518,1784,2591,1902,1188,1844,4,SBI Cashback Card
260986,734,355,9702,1995,3791,7429,2116,707,5,HDFC Millennia
18280,715,500,198,336,3700,445,749,61,2,Axis Flipkart
307579,776,995,20,15349,2371,1605,1418,5657,7,HDFC Regalia
16504,659,394,2258,289,847,1680,3542,190,0,Kotak 811
49133,693,2639,3709,6234,1476,67,2616,271,2,Axis Flipkart
312282,717,5614,5632,30862,1264,1788,6009,7386,4,SBI Cashback Card
115221,867,3959,8901,4656,1368,72,1965,526,8,IndusInd Legend
408293,698,1636,12074,3958,794,30,3071,3760,2,Axis Flipkart
95160,666,366,4875,2423,5762,3133,5795,1584,0,Kotak 811
84802,689,5389,3022,1011,4027,2213,541,8228,2,Axis Flipkart
34124,883,1508,4484,13,600,935,1334,905,6,ICICI Coral
12687,717,316,1374,2656,470,265,230,1296,0,Kotak 811
18113,766,332,379,1946,178,354,568,249,2,Axis Flipkart
14728,747,58,584,480,1016,435,309,222,0,Kotak 811
403880,779,247,1315,9174,5170,869,819,1373,7,HDFC Regalia
242476,745,561,3236,3356,1213,6746,384,3029,5,HDFC Millennia
39688,586,3784,2469,5784,2561,649,3068,1994,0,Kotak 811
93581,659,1723,45827,6507,579,2196,123,1021,0,Kotak 811
10496,607,9,1013,838,883,704,191,55,0,Kotak 811
84428,792,1709,1749,5427,35131,4893,3140,1804,5,HDFC Millennia
30177,686,3038,1614,4231,4883,599,13,355,2,Axis Flipkart
32961,778,388,9133,1440,1053,607,101,1293,6,ICICI Coral
83631,801,2549,5934,982,4329,12618,643,3843,5,HDFC Millennia
12220,779,738,82,148,462,665,699,7,0,Kotak 811
429884,660,3131,1885,3707,3440,3325,100,1480,0,Kotak 811
98741,708,1490,8676,846,14967,6770,5746,4036,4,SBI Cashback Card
47470,653,2608,2829,2938,12189,388,261,2372,0,Kotak 811
57990,747,1155,1578,1548,731,1049,2119,3144,3,Amazon Pay ICICI
412190,708,64,19415,13237,14587,1469,527,2797,4,SBI Cashback Card
32293,644,1321,1370,7137,24,4832,1011,212,0,Kotak 811
24031,717,365,2561,2718,6570,14,1068,677,1,SBI SimplyCLICK
113482,688,511,3404,1810,3367,14147,2048,3548,2,Axis Flipkart
48633,767,1069,2951,3532,76,645,85,4482,4,SBI Cashback Card
51439,771,1149,6576,600,3463,656,1574,505,5,HDFC Millennia
43579,811,4997,5144,3874,1120,4846,1477,6140,5,HDFC Millennia
13275,732,290,49,1170,267,1711,493,1940,0,Kotak 811
57137,752,217,2905,799,5735,2608,9048,2265,5,HDFC Millennia
41795,729,2670,979,5012,7283,438,1637,836,3,Amazon Pay ICICI
12701,735,216,2175,568,984,557,618,102,0,Kotak 811
473769,715,9513,2563,11557,1519,4439,1463,341,4,SBI Cashback Card
11836,795,119,200,128,781,426,702,256,0,Kotak 811
48449,719,2929,2540,6179,10801,718,2648,2061,4,SBI Cashback Card
55078,721,1866,5987,3833,7412,3012,36,2191,5,HDFC Millennia
208724,717,4318,2051,11806,5547,3560,1127,1688,4,SBI Cashback Card
114497,791,2888,4374,6723,8787,284,3600,2485,8,IndusInd Legend
15837,719,5265,852,392,897,25,1191,1081,0,Kotak 811
228937,744,1465,9076,6531,22348,5277,15646,2662,5,HDFC Millennia
104401,600,9205,3694,2667,5954,3534,1219,85,0,Kotak 811
10133,797,545,164,263,258,15,63,426,0,Kotak 811
21527,653,952,1229,964,2177,788,488,3500,0,Kotak 811
54056,781,1397,1136,23143,716,987,383,546,3,Amazon Pay ICICI
126273,761,9592,1128,3194,21059,4553,797,2489,7,HDFC Regalia
48442,673,3264,5842,10032,654,3353,455,1080,0,Kotak 811
10894,714,940,5124,1686,1826,600,787,34,0,Kotak 811
145600,646,2020,5205,6738,5307,2262,298,739,0,Kotak 811
242874,711,1325,598,3688,5316,2589,1881,1240,4,SBI Cashback Card
11961,706,252,141,753,162,297,95,642,0,Kotak 811
429414,679,4908,5675,4809,3260,6542,674,1524,0,Kotak 811
365812,737,686,4251,7739,3724,9099,972,2248,5,HDFC Millennia
72016,788,3055,1872,7065,18808,5172,265,67,5,HDFC Millennia
34653,791,2976,3412,1380,299,426,155,484,6,ICICI Coral
28655,672,387,2732,5774,632,243,1017,1111,0,Kotak 811
18511,759,1668,890,3612,1266,713,1611,133,2,Axis Flipkart
37031,700,6066,2794,8247,1736,1348,38,939,4,SBI Cashback Card
136087,697,734,17043,7275,11266,849,3227,4556,2,Axis Flipkart
110703,734,197,1268,8183,620,10709,4867,2952,5,HDFC Millennia
54237,694,230,3768,2256,474,440,736,3562,2,Axis Flipkart
27770,668,557,677,572,842,42,936,4958,0,Kotak 811
58165,727,6546,4525,5847,1166,1249,785,26,5,HDFC Millennia
48331,718,354,2568,560,8301,2380,426,4209,4,SBI Cashback Card
225191,762,14,768,5937,18721,15467,2011,572,7,HDFC Regalia
54851,619,4250,8566,1979,1095,2433,4321,938,0,Kotak 811
55099,863,479,4003,1816,4206,191,216,1693,5,HDFC Millennia
22607,768,2738,980,1149,1566,344,893,258,2,Axis Flipkart
48507,597,1044,3935,2221,7651,1949,376,794,0,Kotak 811
33985,640,709,1753,822,909,87,394,525,0,Kotak 811
90702,797,208,675,12636,5861,635,1245,2320,3,Amazon Pay ICICI
111902,777,6483,7850,12866,14043,310,265,4774,7,HDFC Regalia
122652,658,608,6685,27,697,1296,209,5610,0,Kotak 811
24708,646,1040,5983,1346,4218,1068,102,1348,0,Kotak 811
52916,831,2922,14594,10207,975,3147,14,294,5,HDFC Millennia
28730,767,1872,14,440,580,364,145,606,0,Kotak 811
50531,778,1279,6253,6956,18,710,1580,258,5,HDFC Millennia
44813,761,3662,990,3947,4183,270,636,4229,4,SBI Cashback Card
10414,710,456,660,423,829,29,52,329,0,Kotak 811
20031,659,613,2319,1386,2072,563,576,1145,0,Kotak 811
44338,816,2289,320,1970,1883,3198,1021,2329,5,HDFC Millennia
175784,824,2726,3696,8310,1761,4181,398,1511,7,HDFC Regalia
19646,685,288,3145,3825,4758,62,483,822,2,Axis Flipkart
74466,654,1022,71,3211,573,1155,2357,6698,0,Kotak 811
18715,691,240,5300,1492,301,1375,301,1717,0,Kotak 811
36881,739,2035,147,1420,1482,420,46,566,0,Kotak 811
173593,670,3185,3933,3119,1169,8402,911,4838,0,Kotak 811
11921,729,39,160,608,233,173,2284,512,0,Kotak 811
56604,743,2486,2524,22298,3104,3773,1990,1478,5,HDFC Millennia
19770,665,604,403,859,2062,746,53,802,0,Kotak 811
24900,673,1286,3410,535,167,1302,6,1319,0,Kotak 811
247196,753,948,1248,6248,311,4843,1389,3603,7,HDFC Regalia
34453,706,955,4489,1331,1689,1760,626,2172,6,ICICI Coral
19547,771,98,342,7521,2938,1900,95,185,2,Axis Flipkart
328121,700,1306,135,1094,6457,11424,283,1859,4,SBI Cashback Card
22921,676,1105,3786,1640,110,759,1171,129,0,Kotak 811
36198,683,1689,831,1461,9782,398,2686,1257,2,Axis Flipkart
139987,665,7026,497,151,8809,2384,2878,1447,0,Kotak 811
23623,734,1650,2989,1430,3940,1823,1590,1022,1,SBI SimplyCLICK
144130,760,3574,605,6111,414,43,5289,2019,7,HDFC Regalia
12025,670,987,1667,2329,108,392,636,66,0,Kotak 811
132769,661,3266,3013,5482,3477,2521,3117,4473,0,Kotak 811
22954,712,522,1590,1041,1510,529,248,92,2,Axis Flipkart
11637,737,188,13,24,881,10,1882,94,0,Kotak 811
383448,799,20330,122,3747,10209,1186,2512,14583,9,Axis Magnus
128034,755,15570,16410,3980,9355,3185,475,2300,7,HDFC Regalia
212055,713,756,4016,4879,13740,5,3221,2892,4,SBI Cashback Card
95084,688,5507,7220,38004,3807,4016,119,1862,2,Axis Flipkart
40238,780,274,721,9273,2210,2287,85,867,5,HDFC Millennia
34533,731,7328,4847,12687,5161,2669,951,1008,4,SBI Cashback Card
11944,687,41,2823,4,3597,623,152,571,0,Kotak 811
63111,682,162,1152,1413,340,3268,965,5446,0,Kotak 811
127066,765,9447,4461,3507,12105,1114,198,1766,7,HDFC Regalia
37693,762,763,985,2188,1331,2009,1238,2144,5,HDFC Millennia
10579,729,305,423,7228,301,726,18,319,0,Kotak 811
92853,696,5850,4055,519,13253,6626,935,7356,2,Axis Flipkart
42077,811,2593,2852,3128,3483,1298,1432,4007,4,SBI Cashback Card
177132,742,330,2402,7661,4490,2345,3802,649,5,HDFC Millennia
420216,709,2173,5524,4488,6760,608,1228,212,4,SBI Cashback Card
21445,756,919,450,1105,801,3749,1318,421,1,SBI SimplyCLICK
29085,652,1987,816,900,1986,4509,561,3228,0,Kotak 811
57225,736,346,23196,7994,2635,2203,167,1565,5,HDFC Millennia
39406,852,2826,1309,264,2219,1450,7,158,4,SBI Cashback Card
57291,759,538,3135,17496,4495,2894,1034,46,5,HDFC Millennia
55158,696,8171,1012,3409,2728,3672,3072,3141,2,Axis Flipkart
107595,847,3486,979,4638,4722,9032,1095,11750,7,HDFC Regalia
33612,675,4020,4685,2992,4116,180,1096,4123,0,Kotak 811
126689,747,5600,3168,82,9447,1575,2665,333,5,HDFC Millennia
120120,732,582,5193,18054,9655,1623,7446,938,5,HDFC Millennia
42550,770,431,3381,3617,2777,2976,276,2370,5,HDFC Millennia
29876,799,902,1199,3954,1646,493,938,2167,3,Amazon Pay ICICI
32954,654,4887,1681,509,3278,1435,3472,767,0,Kotak 811
438142,730,5604,16232,35827,3356,488,523,1149,5,HDFC Millennia
384452,762,2280,461,3380,3146,6781,941,1430,7,HDFC Regalia
136926,608,11834,17982,8331,3169,1952,2567,5196,0,Kotak 811
379355,728,8260,1216,17395,4235,208,365,1108,3,Amazon Pay ICICI
432123,762,134,9705,3713,8197,8900,877,281,8,IndusInd Legend
29978,651,2171,1023,1824,1956,1389,261,2167,0,Kotak 811
87228,764,6973,7939,4506,1039,1112,557,1345,5,HDFC Millennia
65427,787,520,8654,1053,2530,186,1556,2378,5,HDFC Millennia
38801,573,3084,4456,1393,217,59,1814,755,0,Kotak 811
103686,722,4389,887,2881,2811,1132,4795,2612,4,SBI Cashback Card
48350,872,6683,321,8863,6821,751,549,703,3,Amazon Pay ICICI
40924,710,507,667,3025,3660,128,1130,462,4,SBI Cashback Card
79970,679,882,9396,2666,870,1647,228,916,0,Kotak 811
56074,644,3103,2670,225,1442,44,795,672,0,Kotak 811
64715,693,1831,8750,3646,5717,954,486,1271,2,Axis Flipkart
148604,634,1762,23126,670,7691,569,17,2087,0,Kotak 811
20234,712,258,52,809,39,559,456,44,0,Kotak 811
49680,826,3740,5704,8817,1050,136,760,3838,5,HDFC Millennia
57454,685,1816,1524,1849,7346,8385,786,91,2,Axis Flipkart
18180,603,644,811,1787,1926,1117,610,418,0,Kotak 811
137558,660,2613,4357,2585,10954,2216,1929,6377,0,Kotak 811
48880,651,7028,8633,3060,565,26,902,79,0,Kotak 811
36726,682,479,9652,616,7184,821,557,386,2,Axis Flipkart
56532,663,1317,363,3442,7714,38,1578,4809,0,Kotak 811
14571,849,415,580,3019,1123,303,356,1794,0,Kotak 811
18980,788,29,452,336,4759,927,161,176,2,Axis Flipkart
287045,670,1492,528,8806,5644,25903,3887,1680,0,Kotak 811
47948,667,1006,7227,2295,1295,3144,49,1728,0,Kotak 811
120650,679,661,2488,21451,4193,10272,223,1947,0,Kotak 811
16451,772,176,2467,232,47,330,2044,76,0,Kotak 811
405170,669,6766,6348,1035,2850,7744,2302,2774,0,Kotak 811
27939,646,1939,863,2288,731,203,541,274,0,Kotak 811
49072,631,878,1694,12147,1950,3379,345,96,0,Kotak 811
12884,659,14,799,5842,443,1735,41,679,0,Kotak 811
25650,836,2297,1960,2309,4995,617,209,181,3,Amazon Pay ICICI
33505,790,1871,3462,870,454,350,728,2163,6,ICICI Coral
15952,725,2053,3904,63,77,60,765,133,0,Kotak 811
416865,671,144,3170,4608,20031,5329,437,4805,0,Kotak 811
86974,674,16776,553,12612,11763,379,799,3968,0,Kotak 811
142801,679,13735,9436,1210,23988,4005,1534,2835,0,Kotak 811
133954,722,5409,5823,146,2639,316,856,213,5,HDFC Millennia
293409,766,3020,1074,8287,6914,1014,66,668,7,HDFC Regalia
97363,694,5955,1288,2429,17322,269,1902,2214,2,Axis Flipkart
53115,855,4571,1888,6700,3666,6939,827,4918,5,HDFC Millennia
18523,854,3334,167,1534,593,416,558,1774,2,Axis Flipkart
31977,699,1110,63,572,7232,1103,1675,852,2,Axis Flipkart
135455,743,288,3088,4008,2437,2447,1018,1615,5,HDFC Millennia
40185,785,1931,2085,4426,5211,5786,1276,3335,5,HDFC Millennia
12335,664,561,1355,655,1094,331,226,169,0,Kotak 811
73531,818,3725,5316,786,13,145,8000,397,5,HDFC Millennia
40193,733,7151,3870,1300,8996,59,4972,97,5,HDFC Millennia
59620,689,10618,942,6700,4098,452,130,3828,2,Axis Flipkart
33233,838,1782,2030,6184,3474,2369,252,1358,4,SBI Cashback Card
31028,697,85,3105,8237,3134,1072,259,19,2,Axis Flipkart
371813,784,2826,4538,10516,9069,3087,6690,12102,8,IndusInd Legend
